p_val	avg_log2FC	pct.1	pct.2	p_val_adj	Gene
3.54490316723686e-20	3.45743220420035	0.905	0.22	6.847689448151442e-16	Dapk2
6.56794244718644e-20	1.4946397960266256	1	1	1.2687294425230047e-15	Arpc5l
8.203755882335778e-20	-2.236098991688351	0.095	0.7	1.5847195237908024e-15	Gpm6b
1.0082667692848197e-19	-2.725135319376807	0.089	0.68	1.947668918227486e-15	Msn
1.37802783725024e-19	-2.8886774691091803	0.155	0.76	2.6619363732162887e-15	Rtn1
1.478218122743862e-19	3.380555121030878	0.875	0.18	2.8554739477043184e-15	Upp1
1.5816654533505982e-19	2.2630892150129247	0.994	0.72	3.0553031562373504e-15	Cdh13
1.6602879847474665e-19	3.4353062397355227	0.899	0.28	3.207178300136681e-15	Enpep
2.0997545252263918e-19	2.739972964502096	0.911	0.2	4.056095816379821e-15	Patj
2.579040453800231e-19	2.1550114956541124	0.935	0.62	4.981932444605906e-15	Mpzl1
3.3588987506342493e-19	1.7428565445831585	0.982	0.74	6.48838471660018e-15	Tmem238
4.532439536268143e-19	3.4225378650682323	0.81	0	8.755313452209172e-15	St14
4.536711367176624e-19	-2.4233201755281124	0.012	0.48	8.763565347975086e-15	Fut9
4.852776579704291e-19	3.0756469086151177	0.863	0.14	9.374108519014778e-15	Ocln
7.175527388977902e-19	3.678569115344357	0.81	0.02	1.3860966257288614e-14	Esrp1
7.530891022674186e-19	4.447604076912352	0.804	0	1.4547422188499726e-14	Skap1
8.98252620361081e-19	-2.2025599518077623	0.06	0.62	1.7351545867515e-14	Tafa5
1.0035077974803594e-18	2.454005990710303	0.958	0.64	1.93847601239281e-14	Pclo
1.1351563075954776e-18	3.211575175263288	0.833	0.08	2.192781439382184e-14	Ret
1.1404944545668824e-18	1.2552600592698726	0.994	1	2.2030931378868466e-14	Mpc2
1.6234169066348592e-18	3.001785244949095	0.833	0.12	3.135954438546558e-14	Lsr
2.0532344434475737e-18	3.44278946926464	0.792	0	3.966232974407678e-14	Cited4
2.4479868740992334e-18	3.5049576876985276	0.81	0.06	4.728776244697489e-14	Spint1
3.3082754792231182e-18	1.1480536430850414	0.994	1	6.390595743215298e-14	Atp6v0b
3.516557172937629e-18	3.507432202055364	0.792	0.02	6.792933490963618e-14	Cib3
5.753109239421217e-18	-3.399896381463237	0.089	0.64	1.1113281117789965e-13	Sox11
5.9352260210848825e-18	-3.681452664812885	0.238	0.78	1.1465076104929667e-13	Rbfox1
7.377144926016377e-18	2.670634631482259	0.911	0.32	1.4250430853585835e-13	Pcsk1
7.534027922233137e-18	3.696221759548277	0.833	0.16	1.4553481737377752e-13	Nr3c2
8.237797781624593e-18	3.543174869449949	0.815	0.12	1.5912953974764227e-13	Galnt14
1.0096443246180176e-17	3.1311250973056057	0.839	0.2	1.9503299418646247e-13	Zfp618
1.0360706074854485e-17	-2.040306877602332	0.065	0.6	2.001377592479641e-13	Sacs
1.0928385106751883e-17	-2.3663831159642434	0.03	0.5	2.1110361510712612e-13	Gfra1
1.1419574319598416e-17	2.5900856136076364	0.881	0.38	2.205919171316826e-13	Rap1gap2
1.2164962490016221e-17	1.8705936426198686	0.988	0.72	2.3499058041964337e-13	Cadps2
1.508348348517317e-17	2.999768277954876	0.821	0.12	2.9136765048309014e-13	Hsbp1l1
1.923593310951228e-17	-2.1981900868365933	0.155	0.72	3.715805198764487e-13	Tcaf1
2.0439391560289727e-17	2.632020735692082	0.905	0.58	3.948277267701166e-13	Cdc14a
2.2418394186745838e-17	3.413304760803334	0.815	0.16	4.3305612050536935e-13	Etl4
2.958969396319929e-17	-2.4307846310370382	0.095	0.64	5.715841182871207e-13	Spock1
2.973602804686785e-17	1.8983184626720564	1	0.88	5.744108537813463e-13	9030622O22Rik
3.339559682086848e-17	2.1139425022696687	0.929	0.6	6.451027437887164e-13	Atp1b1
4.3522204473202706e-17	-3.6659590858893107	0.095	0.62	8.407184238088567e-13	S100a10
5.28007001429752e-17	2.617452030648339	0.869	0.26	1.019951124661852e-12	Map3k15
5.3649426121775e-17	-2.1626207253765872	0.012	0.44	1.0363459643943276e-12	5330434G04Rik
5.926646563276245e-17	2.90555771203128	0.786	0.08	1.1448503166280722e-12	Myh14
6.041154789278876e-17	3.1581939709328584	0.75	0	1.1669698706450005e-12	Bspry
6.966096817725837e-17	2.122466218883889	0.917	0.46	1.3456409222801e-12	Slco3a1
7.056041922437908e-17	3.0744780928794144	0.762	0.04	1.3630156181573308e-12	F11r
8.125120361337724e-17	-2.845712873386921	0	0.38	1.569529500199608e-12	Erbb4
9.63801625838827e-17	3.3612974273090632	0.744	0	1.861775600632862e-12	Ap1m2
9.677391817844974e-17	2.3388758356005597	0.952	0.5	1.8693817774531136e-12	Thsd4
9.805047831037537e-17	-1.552956812416359	0.964	1	1.894041089521521e-12	Tmsb4x
1.0976502440675211e-16	2.104096841217404	0.899	0.42	2.1203309764652304e-12	Rap1gap
1.2505193619425623e-16	2.833508419236954	0.97	0.4	2.4156282514644474e-12	Ifitm3
1.2762214973263933e-16	-3.0240020569135853	0.119	0.64	2.465277066385394e-12	Dock10
1.3756949105654607e-16	-2.425443591215842	0.196	0.72	2.6574298587393003e-12	Tagln3
1.5222100188649294e-16	-2.065968796469807	0.006	0.4	2.940453093441384e-12	Sgip1
1.6983501883286397e-16	-1.6679450266703062	0.327	0.9	3.2807030587944333e-12	Bcat1
1.6984692061854256e-16	2.092181304543214	0.899	0.48	3.2809329655883866e-12	Ffar4
1.7115572760928027e-16	-1.7381021200275992	0.036	0.5	3.306215190228467e-12	Tspan6
1.9773759810578357e-16	-2.2284409405741696	0.274	0.88	3.819697182609421e-12	Pcdh7
2.3527885402982534e-16	2.5559431612898176	0.815	0.22	4.544881623294136e-12	Vamp8
2.7527569305101746e-16	-2.7660326182476727	0.125	0.64	5.317500562666504e-12	Gria2
2.8320019803084315e-16	3.0037728241569117	0.78	0.04	5.470578225361797e-12	Elf3
3.5266941196997745e-16	0.9552391714721398	1	1	6.812515031024055e-12	Uqcr10
4.3937146661472117e-16	-1.917164678696566	0.036	0.5	8.487338620596569e-12	Tro
4.574213347093926e-16	-1.896021597441895	0.345	0.9	8.836007922581337e-12	Sh3bgrl
5.308320820753487e-16	3.336310846357103	0.768	0.1	1.025408332944951e-11	Kcnh8
5.787497734805645e-16	2.4252419585359872	0.875	0.26	1.1179709374324064e-11	Rgs17
6.064858994876853e-16	-2.555112734084507	0	0.36	1.1715488120403617e-11	Slc44a5
6.751872549167026e-16	1.9355772889262146	0.958	0.54	1.3042592203225944e-11	Nipal2
6.792367708594877e-16	2.7277795764303145	0.839	0.18	1.3120816702692724e-11	Scn9a
8.464350841313795e-16	-2.5059605161310516	0.024	0.44	1.635058652016586e-11	Stmn4
8.481759208709927e-16	-3.7343618311324014	0.19	0.7	1.6384214263464966e-11	Sox6
1.0185058517198844e-15	-2.241072693073165	0.024	0.44	1.967447753767301e-11	Pde4b
1.1396982216240071e-15	-3.360039640981279	0.012	0.4	2.2015550547110946e-11	Grik2
1.5982327981983612e-15	3.060484643885937	0.72	0.02	3.087306296279774e-11	Tmc4
1.6241028069331362e-15	-2.9838877588307353	0.018	0.42	3.137279392152739e-11	Dpysl3
1.6587346506205247e-15	-1.8910529201061559	0.036	0.48	3.204177724603668e-11	Cachd1
1.7465914449034592e-15	1.7254651388095388	0.994	0.6	3.373890694120012e-11	Ntn4
1.8034297944125746e-15	2.7262515990193386	0.881	0.4	3.4836853338667704e-11	Spock3
1.8106008235972847e-15	2.920709248046954	0.768	0.12	3.497537610942875e-11	Stard10
2.0596806586102313e-15	-2.054683153257542	0.81	0.98	3.9786851282373835e-11	Ank2
2.44663918003658e-15	-2.7844880078915337	0.107	0.6	4.726172904076661e-11	Pdzrn4
2.447455461228393e-15	-1.8307264840161959	0.583	0.98	4.727749714454887e-11	Greb1l
3.0942728808820806e-15	1.850650915688255	0.982	0.58	5.977206923999916e-11	Nebl
3.76130889574203e-15	1.233665412705762	1	0.96	7.26572039390488e-11	Ucp2
5.288283184752917e-15	-1.8035537561308774	0.089	0.6	1.021537662798721e-10	Mir100hg
5.370988159682162e-15	1.8723873871390162	0.917	0.54	1.0375137828058032e-10	Lima1
5.428206111152907e-15	3.4909198208168175	0.69	0	1.048566574491407e-10	Smoc2
5.9624954319422475e-15	1.8663585639685591	0.923	0.62	1.151775242588284e-10	Vgll4
6.377311333689714e-15	1.1235404209246433	0.988	0.96	1.231905230328842e-10	H2afj
6.7184825731336314e-15	-2.6425778629301857	0.065	0.52	1.2978092786522235e-10	Antxr1
6.812379089984972e-15	2.996839602858472	0.756	0.12	1.315947268812397e-10	Kcnk3
6.9016773658732724e-15	1.7606176232562787	0.946	0.86	1.3331970167657402e-10	Btg2
7.201423468772928e-15	-1.804927877730757	0.024	0.42	1.3910989714628664e-10	Lix1l
7.291919364102933e-15	2.714034119541153	0.75	0.1	1.4085800635637636e-10	Galnt3
7.498417935665019e-15	-2.645038595556367	0.012	0.38	1.4484693926324118e-10	Mgat4c
7.840191067497779e-15	1.7046161963371698	0.964	0.66	1.514489708508546e-10	Aldh1a7
8.667975947484861e-15	-2.1431095069919843	0.173	0.7	1.6743929137756507e-10	Vat1l
1.2759830959368056e-14	3.2217342200347603	0.679	0	2.4648165464211275e-10	Cldn6
2.0844401828760747e-14	2.6698576582016487	0.726	0.1	4.0265131012617135e-10	Cryba2
2.536759440434235e-14	-0.87875901737055	0.994	1	4.900258211086811e-10	Nfib
2.5826465170402195e-14	-1.7845929684288437	0.357	0.86	4.988898276966592e-10	Magi1
2.8680671790764436e-14	-1.997091514350525	0.042	0.46	5.540245369821966e-10	Igfbp2
3.2156233559749485e-14	-1.3823323510073204	0	0.32	6.211619636736808e-10	Gm13889
3.2156233559749485e-14	-1.7111997503843386	0	0.32	6.211619636736808e-10	Adgrb2
3.65979437777598e-14	-1.7557526468488707	0.149	0.68	7.06962479954986e-10	Prr7
4.056516167855889e-14	3.187201495048309	0.702	0.08	7.83597228144722e-10	Slc12a8
4.815539372965918e-14	-1.8172657672194044	0.03	0.42	9.302177406758264e-10	Fbll1
5.162234705338887e-14	-1.7940278664963663	0.03	0.42	9.971888780303127e-10	Plppr5
5.239353017283683e-14	-2.024211065830252	0.202	0.72	1.0120858223486891e-9	Pmepa1
5.6634592659315916e-14	2.9467911828254825	0.685	0.04	1.0940104264000056e-9	1700019D03Rik
6.13906474926513e-14	-2.097030314180172	0.018	0.38	1.1858831376155451e-9	Pcolce2
6.495673391080787e-14	1.9941563997485998	0.94	0.64	1.2547692289550756e-9	Rbp4
6.696762057330083e-14	-2.378671320217969	0.19	0.68	1.2936135266144522e-9	Zcchc12
6.824229838988377e-14	-1.7944421758030196	0.173	0.68	1.3182364779973848e-9	Soga1
7.962059740991844e-14	4.42253591831091	0.702	0.1	1.5380310801673944e-9	Dlgap2
8.434673809758396e-14	2.7818536306003163	0.696	0.08	1.6293259398310292e-9	Cdcp1
1.1975328983439797e-13	-1.6688273354115077	0.446	0.9	2.3132742997310657e-9	Dennd5a
1.3732115996344293e-13	-1.456478672971059	0.863	0.98	2.652632847013827e-9	Pgrmc1
1.3953849632170977e-13	2.7734153967693267	0.655	0.02	2.6954651334464675e-9	Grb7
1.4535444102729858e-13	-1.7621595650869704	0.643	0.96	2.8078117373243267e-9	Auts2
1.495957763741129e-13	1.8725560496437992	0.845	0.56	2.8897416122187386e-9	Itga6
1.57864221047403e-13	-2.474482873480857	0.131	0.6	3.0494631579726837e-9	Tubb6
1.6615755183813209e-13	0.9498430141241454	1	0.98	3.2096654288571973e-9	Guk1
2.0305336730633267e-13	-1.7500477023828953	0.065	0.5	3.922381896256428e-9	Astn1
2.2857249974849063e-13	-1.5526024683164836	0	0.3	4.415334977641594e-9	Ppp1r1a
2.330439812377441e-13	-1.8282316834204257	0.042	0.44	4.501710585569503e-9	Gabra5
2.433155970124898e-13	2.8455895910238396	0.708	0.12	4.7001273874902655e-9	Slc41a2
2.5916673100918995e-13	2.6953352766519014	0.667	0.06	5.0063237429045226e-9	Mal2
3.0030069940990503e-13	-2.9848745131975454	0.167	0.64	5.8009086105011356e-9	Myt1l
3.9010027742351604e-13	-2.266502140861691	0.077	0.5	7.53556705899006e-9	Dgki
4.154355940466053e-13	-1.9326547217862697	0.042	0.44	8.024969370198275e-9	Samd4
4.222564995399334e-13	-1.5066664546759607	0.006	0.32	8.156728801612894e-9	Hunk
4.4786954556187297e-13	1.9984657282249327	0.827	0.42	8.6514960116187e-9	Gramd3
4.616011356792541e-13	-1.6010911444094786	0.083	0.54	8.916749137916152e-9	Pwwp3b
5.505380996497291e-13	-1.2749120320898852	0.012	0.34	1.0634744470933816e-8	Prtg
6.490928841867745e-13	-2.0138351168850313	0.292	0.8	1.2538527243835923e-8	Filip1l
7.151549861833987e-13	1.9966397057363272	0.875	0.6	1.3814648868104712e-8	Shroom3
7.402792264834092e-13	3.3183897608030004	0.619	0	1.4299973817980015e-8	Arhgef38
7.475790287530465e-13	-1.4818319138887226	0.012	0.34	1.44409840984226e-8	Lingo1
8.124503155293805e-13	2.76792327538859	0.756	0.3	1.5694102745081042e-8	Crip1
8.896467683414856e-13	1.520711780218816	0.929	0.78	1.7185306624052476e-8	Ctsz
9.254445812680398e-13	-1.5981449882256509	0.244	0.76	1.7876812976354726e-8	Nrxn2
9.50071910553129e-13	1.6693502025300797	0.935	0.72	1.835253909615479e-8	Fhl2
1.0273099980774277e-12	1.9672594797060148	0.815	0.46	1.984454723286167e-8	Grasp
1.0444802520206542e-12	1.0208337939004473	0.994	1	2.0176225028282976e-8	Myl12b
1.0751849486160724e-12	-1.2970541657281518	0.542	0.92	2.076934765241667e-8	Nudt19
1.1234240524165851e-12	-1.0227490915183426	0.952	1	2.1701182420531174e-8	Tcf4
1.1812010158331073e-12	1.6118525475924903	0.929	0.72	2.2817260022848133e-8	Ogfrl1
1.2552037908835402e-12	2.484397157117408	0.696	0.16	2.4246771628497347e-8	Arfgap3
1.2622544332629193e-12	-2.0938840264247114	0.071	0.5	2.438296888733981e-8	Gli3
1.4079427658798811e-12	-2.932841485639158	0.179	0.64	2.7197230408501662e-8	Nkain3
1.5395452907394361e-12	0.8307314699818138	0.994	1	2.973939638121369e-8	Arf5
1.5456317273509866e-12	-1.4580819017825166	0.054	0.46	2.9856968077239006e-8	Cacng4
1.599692956542767e-12	-2.090971619696864	0	0.28	3.090126884153663e-8	Rbfox3
2.088781494545818e-12	-0.7576956258821124	0.03	0.4	4.034899213014157e-8	St6galnac3
2.11827751844579e-12	-1.0488897463185833	0.839	1	4.0918766823817325e-8	Csnk1e
2.283676571679484e-12	-1.2806043718500657	0.006	0.3	4.411378033513259e-8	Adamts20
2.3212131315786176e-12	1.5416903679483207	0.946	0.64	4.4838874062704157e-8	Jakmip2
2.3600149845049464e-12	-1.5318548677389767	0.089	0.52	4.558840945568205e-8	Sh3pxd2b
2.4363011127106385e-12	-1.4538403838556193	0.202	0.7	4.70620285942314e-8	Ltbp4
2.5814373537060935e-12	-2.327921793281794	0.185	0.66	4.986562536154061e-8	Anks1b
2.596511828253861e-12	2.70722157141358	0.637	0.06	5.015681898637983e-8	Acer2
2.765724383358427e-12	-1.725857892411708	0.196	0.7	5.3425497913334736e-8	Rab34
3.179403233763908e-12	-2.5358214575252487	0.071	0.48	6.141653226661741e-8	Tppp3
3.2048269513662678e-12	2.505072170964546	0.744	0.24	6.190764221954219e-8	Bik
3.4231915881355455e-12	-1.6998393347545275	0.28	0.76	6.612579190801433e-8	Mex3a
3.477161626069508e-12	-2.0705003982506915	0.018	0.34	6.716833113078469e-8	Spats2l
3.899236345147406e-12	2.2435025394359305	0.81	0.46	7.532154847921243e-8	2610035D17Rik
3.989672717690536e-12	-2.307551677761832	0.012	0.32	7.706850788762808e-8	Ppp2r2b
4.110312339392229e-12	2.7259751704094644	0.607	0.02	7.939890346003969e-8	Grhl2
4.378495415547866e-12	-1.9541517290121289	0.333	0.82	8.457939594213813e-8	Mxra7
4.532068805632866e-12	-1.793258474633989	0.369	0.82	8.754597311841007e-8	Arhgap10
5.144227877852668e-12	-1.4789301775351968	0.185	0.7	9.937104991647999e-8	Parp8
5.253948483016932e-12	2.561448059202603	0.69	0.16	1.0149052284643807e-7	Myo5b
5.438798705160858e-12	-1.6676542675342758	0.042	0.4	1.0506127458759229e-7	4930578M01Rik
5.5534175206398855e-12	1.2666057290865982	0.958	0.84	1.0727536624620066e-7	Hagh
5.589544736936066e-12	-1.1604702975066388	0.798	0.96	1.0797323568339398e-7	Nudt4
5.834158564455481e-12	2.224144281250419	0.738	0.24	1.1269844098958653e-7	Ttc39a
6.198932477053057e-12	-2.569001559303922	0.089	0.5	1.197447786592339e-7	Slit2
6.2300333008906834e-12	1.0924648309683789	0.988	0.92	1.2034555327330532e-7	Tmem134
6.539908795124926e-12	-1.5333383920276358	0.161	0.64	1.2633141819542819e-7	Nectin3
7.486581177100143e-12	1.445114644752833	0.929	0.88	1.4461828859804347e-7	Dstn
7.673976058742842e-12	-1.9541086500881946	0.202	0.68	1.4823819552673548e-7	Negr1
7.920111231696692e-12	1.6721629154968414	0.887	0.62	1.5299278866268499e-7	Wnk2
8.148645125223313e-12	-0.7043404085230907	0.988	1	1.5740737788393872e-7	Fkbp3
8.545247783164578e-12	-2.498205156656738	0.089	0.48	1.6506855142739016e-7	Fbn2
9.203289393161929e-12	1.8328422103551563	0.774	0.24	1.77779941207709e-7	Dsg2
9.435455933332636e-12	-1.3650109363796208	0.369	0.86	1.8226470226418653e-7	Spred1
9.866999084813591e-12	-1.7814497773774471	0.327	0.78	1.9060082132134414e-7	Nsg1
9.901764880140864e-12	1.0039114873135746	0.976	0.94	1.9127239218968108e-7	Mbd2
1.009975435118746e-11	2.0891722467376477	0.768	0.34	1.9509695480188816e-7	Baiap2l1
1.1488199955298607e-11	-1.5488494957467698	0.042	0.4	2.219175585365032e-7	Tgfb2
1.1922328426387822e-11	1.5862511212626769	0.845	0.52	2.3030361821253355e-7	Osbpl3
1.247490211968897e-11	1.6650812358024967	0.893	0.52	2.4097768424603183e-7	Tst
1.3715257903760308e-11	1.3410749711633847	0.97	0.76	2.649376369269379e-7	Atp8a1
1.4651721979026995e-11	2.5228071992119765	0.673	0.18	2.8302731346886445e-7	Fam160a1
1.4740041805702794e-11	-1.901027403532435	0.119	0.56	2.847333875607609e-7	Ndn
1.4776565858930497e-11	-1.2635621201654317	0.119	0.58	2.854389226969604e-7	Adcy3
1.496270157792052e-11	2.6426114203389512	0.571	0	2.890345063806907e-7	Crb3
1.603733196316832e-11	-2.1115309333116525	0.196	0.66	3.0979314153252245e-7	Fras1
1.6143232648027874e-11	-1.938991896523859	0.006	0.28	3.1183882506195447e-7	Mmp16
1.6351133374181617e-11	-1.3485930283095453	0.149	0.62	3.158548433890663e-7	Tet1
1.6768574928250873e-11	-1.8431337122063274	0.155	0.64	3.239185618890221e-7	D430041D05Rik
1.779676774878483e-11	-1.6702223565639256	0.024	0.34	3.4378016260327654e-7	Abcg2
1.8222082963533807e-11	-1.157433642735521	0.607	0.98	3.5199597660658257e-7	Ext1
1.8226516955574275e-11	-1.6248752323948197	0.351	0.8	3.520816280308283e-7	Kitl
1.938784676438926e-11	1.6548885048008233	0.982	0.46	3.745150359477073e-7	Col8a1
1.947592703439037e-11	-2.9842643713631807	0.012	0.3	3.762164825233188e-7	Dpp10
1.970067491772593e-11	0.8952670152306454	1	0.92	3.805579373857118e-7	Ifitm2
2.0222761126250774e-11	-2.252907207472482	0.012	0.3	3.906430766757862e-7	Nav3
2.026405696074201e-11	2.7196018476262407	0.619	0.08	3.914407883106534e-7	Sh3yl1
2.1338082313259384e-11	-1.459517322407187	0.464	0.88	4.1218773604523154e-7	Chn1
2.1881946569155998e-11	0.9138427891268284	1	0.98	4.2269356187638643e-7	Agap1
2.2294643686150997e-11	-1.2212162416896986	0.018	0.32	4.306656320853788e-7	Nudt11
2.2374067519393962e-11	2.3459918656736867	0.762	0.32	4.3219986227213315e-7	Adamts17
2.2413446556934143e-11	1.192781405596524	0.982	0.86	4.329605471402968e-7	Oxr1
2.3274681798109132e-11	-1.2517227162858562	0.042	0.4	4.495970282940741e-7	Cited1
2.361585308764244e-11	-1.9511660082452718	0.369	0.82	4.56187434093989e-7	Mapk10
2.4531156030171988e-11	-1.7741784013268895	0.333	0.82	4.738683410348323e-7	Ppm1e
2.5550408887561803e-11	-1.2634401514259634	0.03	0.36	4.935572484810313e-7	Fbln1
2.6159314199306152e-11	-1.4154489369933974	0.113	0.54	5.05319472387997e-7	Fut10
2.760277894444131e-11	-1.544749109253235	0.018	0.32	5.332028808697728e-7	Creb5
3.041263043186016e-11	-2.250157575031227	0.054	0.42	5.874807820522427e-7	Sorcs1
3.058405522859643e-11	-1.4624150941569503	0.381	0.86	5.907921948507972e-7	Sobp
3.093130356490292e-11	-1.5804215903250556	0.173	0.66	5.974999909632297e-7	Epdr1
3.173613048579175e-11	1.8461645322077078	0.786	0.5	6.130468325940392e-7	Tjp2
3.2135785870875305e-11	1.8471310811081287	0.857	0.52	6.207669756676983e-7	Rab27b
3.241198174111521e-11	2.4196368137557864	0.601	0.06	6.261022512931226e-7	Klc3
3.3210001237610275e-11	-0.7763417623584656	0.988	1	6.415175939069176e-7	Fabp5
3.466265062039565e-11	3.667770022932583	0.625	0.08	6.695784220341827e-7	Pcp4
3.497881076163401e-11	-0.9138646894766231	0.988	1	6.756856874824842e-7	Tubb5
3.537214606633047e-11	-1.3524427775475356	0.03	0.36	6.832837455633057e-7	Shc2
3.7765825056163414e-11	-2.253254348721518	0.065	0.44	7.295224426099087e-7	Slc35f1
4.058912346078917e-11	-1.1732412175482185	0.054	0.42	7.840600978920644e-7	Ak5
4.3837492862463556e-11	2.5181334666678246	0.554	0	8.468088496242085e-7	Myo1h
4.3844734989086587e-11	2.124410525942093	0.756	0.36	8.469487457841856e-7	Gm26542
4.5658135229261705e-11	-1.8772851714895986	0.089	0.48	8.819781982236483e-7	Phactr3
4.646414855288848e-11	0.9785078296313112	0.97	0.98	8.975479575961468e-7	Mien1
4.872976013985875e-11	2.544603375813805	0.643	0.12	9.413127766216514e-7	Far2
5.1020634634227415e-11	2.3590275879282196	0.619	0.1	9.85565599229371e-7	Usp2
5.52338254404764e-11	-1.582384880296965	0.196	0.68	1.0669518060336827e-6	St6galnac4
5.5658337961975504e-11	-1.662008117577461	0.208	0.68	1.0751521144114808e-6	Ptprg
5.701321247028224e-11	-1.6297809830703311	0.143	0.58	1.101324225288442e-6	Armcx4
5.891091537221561e-11	-1.0573008547353486	0.762	0.96	1.137982152245089e-6	Nt5dc2
6.000388388169913e-11	-1.2952717180174917	0.339	0.84	1.159095024942782e-6	Zfp462
6.234326859042728e-11	2.3906430252219635	0.548	0	1.2042849193612838e-6	Arhgef16
6.326723734489959e-11	1.1469013836997455	0.94	0.74	1.2221332237914255e-6	Josd2
6.371010878119507e-11	-2.0747386631509848	0.357	0.76	1.2306881713263452e-6	Ppfia2
6.470024953453744e-11	1.899598491737331	0.768	0.38	1.2498147202586596e-6	Qsox1
6.526172786103046e-11	-3.1171825882514796	0.036	0.36	1.2606607970915253e-6	Pde10a
6.7232890655484e-11	-2.0387348214456407	0.548	0.92	1.2987377487919844e-6	Neto2
6.839302555354662e-11	-1.3464779287015707	0.518	0.86	1.32114807461786e-6	Plekhh2
7.30342336381032e-11	-1.43811245559944	0.065	0.44	1.4108022911872397e-6	Nexn
7.492848051512217e-11	-1.7661681477286315	0	0.24	1.447393458110615e-6	Dcx
7.492848051512217e-11	-1.1246075115164076	0	0.24	1.447393458110615e-6	A630012P03Rik
7.926458619579543e-11	2.5306440384963853	0.595	0.06	1.5311540115441803e-6	Scn5a
8.010806516653083e-11	1.3084594216033703	0.935	0.8	1.547447494821876e-6	Cyb5r3
8.236367787596713e-11	-0.6721066176330961	1	1	1.591019165530057e-6	Set
8.37728869275223e-11	0.7933276148907207	1	1	1.6182408567789482e-6	Ddc
8.783247575653115e-11	1.9966094161210264	0.72	0.26	1.6966599341889122e-6	Hdac11
9.003761673814864e-11	1.5975040949802795	0.851	0.56	1.7392566425308174e-6	Ptp4a3
9.620523360174103e-11	1.5112487903763623	0.839	0.54	1.8583964974848315e-6	Adi1
9.850784885339226e-11	-1.9970517042324936	0.03	0.34	1.9028761163009783e-6	Ano4
1.0377977704329963e-10	2.469695688132072	0.637	0.1	2.0047139531454188e-6	Pdzd2
1.0823038993512574e-10	2.418492676315911	0.595	0.06	2.090686442376824e-6	Tjp3
1.1128798323541647e-10	-1.4685556946339475	0.286	0.74	2.14974997215854e-6	Gucy1b1
1.2191995686477864e-10	1.3881556672031428	0.929	0.64	2.355127806756929e-6	Kdm7a
1.235352587191309e-10	0.8265345762554261	0.988	1	2.386330592677452e-6	Bnip3l
1.2495208246600672e-10	2.5216899368012493	0.536	0	2.4136993769958517e-6	Kcnk16
1.2562502249270162e-10	1.0287359325710477	0.988	0.98	2.426698559491517e-6	Lrba
1.2744430429926134e-10	-1.4510473190984832	0.19	0.66	2.461841626148831e-6	Ptprn
1.2839623336578173e-10	-1.9710978433534474	0.024	0.32	2.480230039926806e-6	Nell2
1.304967801878636e-10	-1.8227778476305063	0.161	0.6	2.520806302888961e-6	Pak3
1.3356822584925937e-10	-1.3440294220937619	0.036	0.36	2.5801374187301433e-6	Pxdn
1.3894610032117613e-10	0.7528002249636312	0.994	1	2.6840218199041595e-6	Atp6v1f
1.4275083105748713e-10	1.5932620514030151	0.774	0.4	2.757517803537479e-6	Nucb1
1.4766480458751192e-10	-1.4365521268729498	0.048	0.4	2.852441030216968e-6	Galnt16
1.4803161076400153e-10	-1.8011689873116037	0.006	0.26	2.8595266251282177e-6	Sh3rf3
1.4842706796626247e-10	-1.4615739281008095	0.952	1	2.8671656719042923e-6	Tuba1a
1.4857157385486617e-10	1.028752915981587	1	0.94	2.86995709215445e-6	Chchd10
1.5397928746561113e-10	-1.3771648576762314	0.006	0.26	2.97441789597321e-6	Gpr179
1.5397928746561113e-10	-2.4282301157255466	0.006	0.26	2.97441789597321e-6	Slc1a3
1.7236038008339738e-10	-1.0392367023973708	0.845	1	3.3294854620709873e-6	Dst
1.7253545071803124e-10	-1.7692054503196126	0.077	0.44	3.3328673015202093e-6	Lhfpl2
1.7348814989067044e-10	-2.0536795418374023	0.327	0.7	3.351270591438081e-6	Pou2f2
1.7610683186365241e-10	2.4946534623944068	0.53	0	3.401855671110174e-6	Fgf5
1.9179232063792012e-10	1.3781024907822206	0.875	0.62	3.704852257762703e-6	Pick1
1.9402197802206937e-10	-1.0310938918903483	0.97	1	3.747922549452314e-6	Prdx6
2.031930789931322e-10	-1.4015347351730894	0.161	0.62	3.925080706910335e-6	St3gal4
2.0919457303847333e-10	-1.7977846813438785	0.042	0.36	4.04101156738419e-6	Slit1
2.122349411830869e-10	-1.3321217209317675	0.012	0.28	4.099742358833689e-6	Bcl11b
2.1519609731956438e-10	-1.2929720226655856	0.244	0.7	4.156943011922025e-6	Adgra3
2.1997315918123456e-10	3.136745838722662	0.649	0.18	4.249221515903908e-6	Fmn1
2.2505450815570282e-10	-1.307746029599982	0.565	0.96	4.347377934043711e-6	Trim35
2.4747296887803085e-10	2.7055475314565878	0.524	0	4.780435339816922e-6	Tmem54
2.5707825102529783e-10	-1.172740735312551	0.643	0.94	4.965980575055678e-6	Maged1
2.5813589070117675e-10	2.339859699415932	0.595	0.08	4.9864110006746316e-6	Clstn3
2.647955748899262e-10	1.1074550300650696	0.952	0.9	5.115056120148704e-6	Zfand6
2.7036492368484094e-10	-0.6807165295417157	0.988	1	5.222639230820073e-6	Pbx1
2.762094439194294e-10	1.1239759538335887	0.976	0.84	5.335537828191617e-6	Cacna1a
